start,end,text
7475840,7478480," And then we're going to have the URL."
7478480,7481360," Uh, not URL, but URI."
7481360,7486560," So we just chop it one more time and also do that."
7486560,7487920," So we have a method."
7487920,7488880," We have URI."
7488880,7490640," URI."
7490640,7491760," Okay."
7491760,7492800," Cool."
7492800,7493520," Let's restart."
7493520,7496000," Okay."
7496000,7497680," So."
7497680,7502080," Get URI."
7502080,7503120," Now look."
7503120,7505040," Your mom."
7505120,7515760," So we can already organize a simple router."
7515760,7519200," We can already organize a simple router."
7519200,7523280," So right now, regardless of the URL, we just do that."
7524960,7529520," But we can have a switch case that actually does different things."
7529520,7534960," That actually does different things."
7534960,7536080," Routing to your mom."
7536080,7539040," Exactly, exactly, exactly, exactly."
7539040,7545040," So, um, how we can even do all of that."
7545040,7546800," We're going to be ignoring the headers for now."
7546800,7550560," We can maybe handle them at some point, but right now I only care about URI."
7551440,7557760," So if, uh, sv equal URI is something like slash."
7557760,7562960," We're doing the usual thing where we extracting all the notification and stuff like that."
7562960,7567360," And we're just sending the response."
7567360,7574240," Um, honestly, I think this could be like a separate function and this could be a separate function."
7575600,7580000," And stuff like that, um, entity too large."
7580000,7586880," I mean, why not?"
7586880,7588320," We can do that."
7588320,7592480," Um, so here's, we just transferring this thing."
7595920,7598720," Uh, otherwise, well, not really otherwise, but."
7598720,7604640," Yeah, otherwise."
7604640,7610640," As we equal URI, um, slash your mom."
7610640,7616320," And we can do the entity too large, if you guys really, really want to."
7618320,7618960," Uh, okay."
7618960,7627440," So this is 4.13, um, request entity too large."
7627440,7631520," So we're going to be returning, uh, you know, text HTML."
7631520,7634880," Uh, but we don't really render."
7634880,7640160," Like, I suppose we need to create an error page, right?"
7640160,7643600," So we already have an index, index page."
7643600,7645520," We need to create an error page."
7645520,7648080," So I'm going to demonstrate how we create an error pages."
7648080,7650480," Uh, so, because I think it's kind of cool."
7650480,7652320," So here's the index page."
7652320,7656720," Um, I suppose we just need to have some sort of a templates."
7656720,7658400," Uh, so this is a tour."
7658400,7660240," Here's going to be the error."
7660240,7662960," Uh, we're definitely not going to have that."
7662960,7666400," Uh, yeah."
7668160,7669360," So, error."
7669360,7674160," Um, so I suppose we want to have, like, an error here."
7674160,7676720," Um, yeah."
7676720,7678320," So, error."
7678320,7680560," Error text."
7680560,7684080," I forgot how we escape things and stuff like that."
7684080,7687360," So, there is escaped out."
7687360,7688960," Uh-huh."
7688960,7694000," Uh, I think, I think what we do, we just do out."
7695680,7699280," Um, maybe just integer."
7699280,7701520," Integer."
7701520,7703520," Error code."
7703520,7705520," So, this is the error code."
7705520,7707680," Or maybe status code."
7707680,7708800," Let's call it error code."
7708800,7711600," Error that."
7711600,7716880," And we might as well even put this thing to here."
7716880,7718000," For now."
7720000,7723600," So, we really want to have, like, um, text."
7723600,7730160," So, that means we can do something like error, uh, message, error name."
7730160,7733440," So, that's the second thing we want to have in here."
7733440,7735920," Error name."
7735920,7737680," All right."
7737680,7741920," So, since we have this thing, we need to compile that specific template."
7741920,7745280," So, index page."
7745280,7746880," Uh-huh."
7746880,7749680," So, this is how we're compiling a single page."
7749680,7755280," So, since we've been compiling only a single page for now, um, we just did it like this."
7755280,7757120," But now, we're going to have several of them."
7757120,7761600," So, the easiest thing to do right now is to maybe copy paste this stuff."
7761600,7765120," Obviously, we're going to have redefinition of some things, but it doesn't matter."
7765120,7767520," So, this one is going to be an error page."
7767520,7773360," So, I suppose it would be better to factor out that to a separate function."
7773360,7776000," And by the way, so, this is the build script, right?"
7776000,7777360," So, this is the build script."
7777360,7778240," It's written in C."
7778240,7779760," Everything here is written in C."
7779760,7783440," The template engine in C."
7783440,7785840," Build system in C."
7785840,7789040," Like, it's all C actually, literally."
7789040,7791600," Which makes it actually kind of cool, but that's besides the point."
7792240,7799920," Um, so, maybe I'm going to have something like compile, uh, compile template, right?"
7799920,7805040," So, let's put this stuff in compile template."
7805040,7814960," So, and we're going to have, I suppose, something like a SRC path and"
7817440,7819520," more like DST path."
7819520,7824560," This one is a DST path."
7824560,7825840," So, this is destination."
7825840,7828480," And this one is SRC path."
7828480,7830240," Like so."
7830240,7835760," If any of this stuff fails, we just return false."
7835760,7840720," If it succeeds, we just return true."
7841520,7848320," So, now I should be able quite easily replace this entire thing with simply compile template."
7848320,7850400," So, first comes the source."
7850400,7850800," Okay."
7850800,7852800," So, the source is this."
7852800,7856240," Destination is this."
7856240,7860320," If it fails, return one."
7860320,7861360," So, I can get rid of that."
7861360,7862560," I can get rid of that."
7862560,7866320," And now, if I need to add a new template, this is an error page."
7866960,7868480," So, that's much easier."
7868480,7868720," Right."
7868720,7873760," So, since I factored it out, if I ever in the future will need to add more templates,"
7873760,7874880," I can just add it in here."
7874880,7877200," You know, don't repeat yourself."
7877200,7881120," So, let's try to rebuild the whole thing."
7881120,7883280," Okay."
7883280,7886400," So, and the build script does not compile."
7886400,7886640," Right."
7886640,7888560," So, because it meets the command line."
7888560,7890560," Like so."
7890560,7891760," All right."
7891760,7893040," So, let's go through all of that."
7893040,7902400," So, I'm taking, yeah."
7902400,7904240," I'm taking a pointer to this thing."
7904240,7905760," And I should not do that."
7905760,7910000," It is not a thing we're doing anymore."
7910000,7912720," What do you want from me, honestly?"
7912720,7914240," In all honesty, what the fuck?"
7914240,7916160," I see a folder passing more."
7916160,7916480," Oh, yeah."
7916480,7918640," Because it has to be cmd."
7920160,7922720," ""Thank you so much, rtorisware""."
7922720,7924720," ""Rtorisware""."
7924720,7927840," With a message: ""Best programming content in Twitch""."
7927840,7928480," Thank you."
7928480,7929680," I'm really glad to hear that."
7929680,7930960," I'm really glad to hear that."
7930960,7936320," So, this one has to be sv from sister."
7936320,7937680," So, because that's what it is."
7945280,7945600," Okay."
7945600,7946400," So, here's the method."
7946400,7947520," But it's unused."
7947520,7951200," I can actually explicitly say that it's unused."
7951200,7952000," So, what I was doing?"
7952000,7953120," Okay."
7953120,7954080," So, everything's fine."
7954080,7957200," So, as you can see, I'm rendering index page and error page."
7957200,7958560," We can go into the builds."
7958560,7961120," And here is the compiled error page."
7961120,7963360," So, it prints the header, the footer."
7963360,7969840," And then it calls to int and out with the error code and error name."
7969840,7970800," And so on and so forth."
7970800,7971040," Okay."
7971040,7972640," So, it generated this bullshit."
7972640,7975360," What do we do with this bullshit?"
7975360,7976000," Let me show you."
7976000,7980960," So, we literally have to now include that file into the tor."
7980960,7982480," So, there is an index page."
7982480,7984000," Here it is."
7984000,7986640," So, there is a function called the render index page."
7986640,7987760," Right."
7987760,7991600," So, and you literally include the compile template in here."
7991600,7992880," It becomes the body."
7992880,7995760," So, then you can customize what these macros mean."
7995760,7998400," Like out, int, and so on and so forth."
7998400,7999680," So, we can render them properly."
7999680,8000640," So, that's how it works."
8000640,8004000," So, in here we're going to have render error page."
8004000,8007760," And the parameters that we need in here, in fact, will be"
8007760,8010560," error code."
8010560,8012560," Which is going to be integer error code."
8012560,8015600," And error message or error name."
8015600,8017680," Like this."
8017680,8019600," Cool."
8020240,8023120," So, we're going to be including the error page."
8023120,8025440," Error page h."
8025440,8031120," So, we need to define these things like so."
8031120,8034880," And then we're going to undefine them like so."
8034880,8036640," All right."
8036640,8042560," So, when you compile the templates, these things are not known."
8042560,8044240," You're the one who defines all that."
8044240,8047840," You're the one who defines all that."
8047840,8048640," So, let's actually see."
8048640,8049520," It doesn't compile."
8049520,8050880," Obviously, there are some problems."
8050880,8053520," I suppose..."
8053520,8054320," Okay."
8054320,8055200," That's very funny."
8055200,8060080," What I had to do in here, I had to put semicolons for them."
8060080,8062720," So, let me quickly do that."
8062720,8064160," So, it should be semicolon."
8064160,8067040," Anything else?"
8067040,8069920," Too few arguments."
8072960,8073840," So, error."
8073840,8075120," Maybe it has to be escape."
8075120,8077680," Let's actually make it escape out."
8077680,8081840," Escape out."
8081840,8086720," So, it's still too few arguments."
8086720,8087360," Wait a second."
8087360,8088880," This is..."
8088880,8089200," Ah!"
8089200,8091520," This is because it has to be like this."
8093680,8096240," But in our case, we have a literal string."
8096240,8103520," How do I use escape?"
8103520,8104160," Oh, yeah."
8104160,8105680," I think I know."
8105680,8107600," So, I need a different escape out."
8107600,8112480," What are the things I can do?"
8112480,8117760," I can literally just hard code some of these things."
8118640,8119520," I can just say."
8119520,8123200," Error code."
8123200,8129040," Error name."
8129040,8134480," Maybe I don't even have to put semicolons in here."
8134480,8137760," And then I can just define all of these macros myself."
8137760,8139520," I can say."
8139520,8140320," Error code."
8140320,8142000," Right."
8142000,8142800," Is essentially..."
8142800,8144160," Yeah."
8144160,8147360," You just push that error code like an integer."
8148080,8148400," Right."
8148400,8149920," So, that's the error code."
8149920,8155520," It's error code."
8155520,8156640," Like so."
8156640,8159920," And then error message."
8159920,8161680," Error name."
8161680,8163200," Is..."
8163200,8168240," Well, I mean, it's just like a system."
8168240,8170480," Error name."
8170480,8173840," And we can even put semicolons in them."
8173840,8175040," Okay."
8175040,8177280," So, let's undefine."
8178080,8180720," Error code."
8180720,8185520," Error name."
8185520,8189760," I think that's a reasonable thing to do."
8189760,8191200," And it compiles."
8191200,8191520," Okay."
8191520,8191920," That's cool."
8191920,8193280," Did we F again?"
8193280,8194480," I don't think..."
8197120,8197920," We should be back."
8197920,8198960," I don't see any..."
8198960,8201600," Okay."
8201600,8203920," So many frame drops."
8203920,8204720," Ooh."
8204720,8206240," I really apologize for the frame drops."
8206240,8207760," I don't really know what the fuck is going on."
8207760,8208400," Error name."
8208400,8208720," Error name."
8208720,8209360," Error name."
8209360,8211200," Error name."
8211200,8211440," Error name."
8211440,8214160," Fuck."
8214160,8218160," So, the frames are dropping."
8218160,8221360," We've been dropping frames for the entirety of the stream."
8221360,8224320," So, I don't know what the fuck is going on in here."
8225520,8226720," All right."
8226720,8227840," So, let's actually quickly finish."
8227840,8230560," I think we're already kind of done with this thing."
8230560,8232880," Almost done with this stuff."
8232880,8235040," All right."
8235040,8237040," So, the stream is stuttering."
8237040,8238240," Yeah, something with the network."
8238240,8240000," But it seems to be fine."
8240000,8240160," Not really fine."
8240160,8240800," Not really fine."
8240800,8241360," Okay."
8241360,8244640," So, I'm stopping the stream and restarting again."
8244640,8245280," Just a second."
8245280,8245840," Are we back?"
8245840,8252800," We should be back."
8252800,8256320," So, linger to blame."
8256320,8257120," We're back."
8257120,8259760," So, I just turned off the VPN."
8259760,8261760," I think there was a problem with my VPN."
8261760,8264560," All right."
8264560,8265360," Okay."
8265360,8266720," So, everything seems to be compiling."
8267840,8268080," Right."
8268080,8271520," And the thing we can do now, chat, is actually super epic."
8271520,8273200," Where's your mom?"
8273200,8273760," Here it is."
8273760,8274480," Here she is."
8274480,8280000," So, essentially, what we have to do, we have to render the error page now."
8280000,8283120," So, how are we going to be doing all that?"
8283120,8285680," Error page."
8285680,8286560," Error page."
8286560,8288960," We accept error code, which is that."
8288960,8291680," And then, request it."
8291680,8293840," I think it's a requested entity."
8293840,8295680," To large."
8297840,8298240," Error."
8298240,8299520," And."
8299520,8300480," Yep."
8300480,8303040," All right."
8303040,8303920," So, we're going to do run."
8303920,8305120," Serve."
8305120,8312160," So, now, I'm going to take a look at the index."
8312160,8312400," Right."
8312400,8313760," So, we're doing the index."
8313760,8314960," So, the index is fine."
8314960,8315920," The index is fine."
8315920,8317040," And then, I do your mom."
8317040,8318400," Oh, yeah."
8318400,8318800," Error."
8318800,8322320," Is that really what it is?"
8322320,8324000," HTTP 413."
8325200,8325680," So, yeah."
8325680,8326160," Payload."
8326160,8327840," Well, yeah."
8327840,8329360," Is it requested?"
8329360,8331920," I think it's just request entity to large."
8331920,8332240," Yeah."
8332240,8335040," So, let's rename it to request."
8335040,8339440," Request entity to large."
8339440,8341200," And also, recompile the whole thing."
8341200,8347680," So, and I can even do something interesting."
8347680,8349200," So, we can go into the network."
8349840,8352240," And it is actually this."
8352240,8355040," So, we're properly returning the code and stuff."
8355040,8363760," So, but I mean, maybe word error is not particularly great in here."
8363760,8364080," Right."
8364080,8366160," So, let's actually get rid of the error."
8366160,8367600," I think it could be just this."
8367600,8376240," So, we literally have like a little bit of a like a web framework written in C."
8376240,8380160," We can now dispatch between different routes and everything."
8380160,8381840," And as you can see, it's working."
8381840,8388080," So, one of the things I wanted to do, in fact, is an ability to click on each individual notification."
8388640,8394480," And maybe have a route notification or native ID."
8394480,8396240," Something like that."
8396240,8397520," Right."
8397520,8398480," So, something like this."
8398480,8402960," So, but I think I'm going to do that a little bit later."
8402960,8407600," So, the goal for today was to apply the knowledge that we gained from that article."
8407600,8409120," Right."
8409120,8411440," So, with shutdown and stuff like that."
8411440,8411680," Right."
8411680,8415360," As you can see, after serving the request, we're properly shutting everything down."
8415360,8417520," We're shutting down the right end."
8417520,8419520," Then we're draining the rest of the stuff."
8419520,8422000," And then we're closing the sockets."
8422000,8424080," Right."
8424080,8425280," So, yeah."
8425280,8426320," That was pretty cool."
8426320,8427040," That was pretty cool."
8427040,8429200," And I guess that's it for today."
8429200,8431520," Thanks everyone who's watching me right now."
8431520,8432480," I really appreciate that."
8432480,8433600," I hope the stream was fun."
8433600,8435120," Have a good one."
8435120,8440080," And I see you all on the next recreation programming session with Ahu Amista Azozin."
8440080,8442960," I love you all."
